city,date,year,month,day,day_of_year,tmax,tmin,humidity,precipitation,pressure,wind_speed
Bangalore,2011-12-25,2011,12,25,359,19.93,12.58,71.9,7.93,908.1,9.2
Bangalore,2011-12-26,2011,12,26,360,21.02,11.74,79.0,0.0,913.8,7.7
Bangalore,2011-12-27,2011,12,27,361,19.23,12.68,73.1,0.0,917.4,10.5
Bangalore,2011-12-28,2011,12,28,362,20.59,12.18,71.6,0.0,914.0,9.8
Bangalore,2011-12-29,2011,12,29,363,21.69,11.96,72.3,0.0,911.6,11.7
Bangalore,2011-12-30,2011,12,30,364,20.2,14.14,56.4,0.0,910.7,6.5
Bangalore,2011-12-31,2011,12,31,365,21.33,13.01,67.4,0.0,912.7,10.7
Bangalore,2012-01-01,2012,1,1,1,21.4,14.28,73.8,0.0,907.3,10.2
Bangalore,2012-01-02,2012,1,2,2,21.96,12.59,69.4,0.0,908.7,10.0
Bangalore,2012-01-03,2012,1,3,3,21.48,12.58,65.2,0.0,908.7,8.1
Bangalore,2012-01-04,2012,1,4,4,22.46,13.43,65.5,0.0,910.2,12.0
Bangalore,2012-01-05,2012,1,5,5,23.02,11.88,65.7,0.0,911.8,11.6
Bangalore,2012-01-06,2012,1,6,6,21.12,14.69,64.0,0.0,911.2,9.2
Bangalore,2012-01-07,2012,1,7,7,21.45,15.04,68.3,0.0,914.2,10.5
Bangalore,2012-01-08,2012,1,8,8,21.5,12.91,70.8,0.0,916.4,12.1
Bangalore,2012-01-09,2012,1,9,9,21.36,15.44,74.0,0.0,908.8,13.3
Bangalore,2012-01-10,2012,1,10,10,23.64,13.45,62.8,0.0,907.3,7.9
Bangalore,2012-01-11,2012,1,11,11,24.24,15.43,65.2,3.6,913.8,11.0
Bangalore,2012-01-12,2012,1,12,12,22.83,13.84,84.3,0.0,908.9,9.8
Bangalore,2012-01-13,2012,1,13,13,23.04,12.62,62.0,0.0,909.0,8.2
Bangalore,2012-01-14,2012,1,14,14,20.28,14.13,67.0,0.0,911.5,10.8
Bangalore,2012-01-15,2012,1,15,15,22.19,13.31,62.0,0.0,913.0,11.0
Bangalore,2012-01-16,2012,1,16,16,24.91,13.77,73.6,0.0,911.4,13.4
Bangalore,2012-01-17,2012,1,17,17,25.58,13.97,58.7,0.0,917.0,8.7
Bangalore,2012-01-18,2012,1,18,18,21.88,13.71,58.3,0.0,908.5,11.5
Bangalore,2012-01-19,2012,1,19,19,20.04,13.45,74.3,0.0,915.6,10.0
Bangalore,2012-01-20,2012,1,20,20,22.14,13.43,72.7,0.0,910.7,12.2
Bangalore,2012-01-21,2012,1,21,21,23.91,11.85,65.8,0.0,911.4,12.8
Bangalore,2012-01-22,2012,1,22,22,24.48,15.73,67.8,0.0,915.7,10.5
Bangalore,2012-01-23,2012,1,23,23,19.69,11.4,60.3,0.0,909.3,11.4
Bangalore,2012-01-24,2012,1,24,24,21.75,12.37,71.3,0.0,907.7,13.4
Bangalore,2012-01-25,2012,1,25,25,18.89,13.42,67.0,0.0,906.1,7.0
Bangalore,2012-01-26,2012,1,26,26,22.45,13.39,79.0,0.0,917.5,8.9
Bangalore,2012-01-27,2012,1,27,27,21.44,14.08,63.3,0.0,911.5,9.1
Bangalore,2012-01-28,2012,1,28,28,23.26,13.24,63.1,6.6,912.3,10.8
Bangalore,2012-01-29,2012,1,29,29,20.91,15.31,60.0,0.0,911.8,9.8
Bangalore,2012-01-30,2012,1,30,30,22.3,12.69,62.6,2.93,914.5,10.9
Bangalore,2012-01-31,2012,1,31,31,22.98,13.36,81.0,0.0,908.6,8.5
Bangalore,2012-02-01,2012,2,1,32,22.96,12.3,68.8,5.14,917.1,8.8
Bangalore,2012-02-02,2012,2,2,33,24.34,13.44,77.9,0.0,912.3,12.4
Bangalore,2012-02-03,2012,2,3,34,24.13,14.91,58.6,0.0,911.9,8.9
Bangalore,2012-02-04,2012,2,4,35,21.18,15.04,71.8,0.0,910.2,7.6
Bangalore,2012-02-05,2012,2,5,36,22.0,13.94,64.1,0.0,914.5,10.4
Bangalore,2012-02-06,2012,2,6,37,23.27,13.8,67.4,0.0,917.1,13.1
Bangalore,2012-02-07,2012,2,7,38,21.03,12.45,68.4,0.0,910.0,7.5
Bangalore,2012-02-08,2012,2,8,39,24.19,13.95,65.5,0.0,910.8,11.1
Bangalore,2012-02-09,2012,2,9,40,22.0,14.1,66.2,0.0,912.0,11.9
Bangalore,2012-02-10,2012,2,10,41,23.79,15.44,65.8,0.0,911.2,8.0
Bangalore,2012-02-11,2012,2,11,42,23.01,14.15,70.0,0.0,907.0,8.6
Bangalore,2012-02-12,2012,2,12,43,25.64,16.35,61.5,0.0,910.5,3.3
Bangalore,2012-02-13,2012,2,13,44,23.38,15.42,71.5,0.61,912.9,9.0
Bangalore,2012-02-14,2012,2,14,45,26.66,13.97,66.5,0.0,911.8,7.9
Bangalore,2012-02-15,2012,2,15,46,23.02,16.31,69.0,0.0,912.0,9.4
Bangalore,2012-02-16,2012,2,16,47,26.02,15.05,66.1,0.0,910.7,11.9
Bangalore,2012-02-17,2012,2,17,48,26.35,16.58,58.6,0.0,915.2,8.7
Bangalore,2012-02-18,2012,2,18,49,24.14,16.71,60.9,0.0,907.6,8.7
Bangalore,2012-02-19,2012,2,19,50,23.11,13.47,67.9,0.0,917.4,10.0
Bangalore,2012-02-20,2012,2,20,51,23.82,16.58,68.2,3.41,910.7,11.2
Bangalore,2012-02-21,2012,2,21,52,25.16,15.88,63.5,10.11,917.8,9.0
Bangalore,2012-02-22,2012,2,22,53,24.88,15.58,77.0,0.0,917.7,12.3
Bangalore,2012-02-23,2012,2,23,54,27.05,15.91,68.8,4.75,915.0,13.1
Bangalore,2012-02-24,2012,2,24,55,22.21,14.38,73.6,0.0,913.2,8.3
Bangalore,2012-02-25,2012,2,25,56,23.56,14.25,69.1,0.0,907.9,10.0
Bangalore,2012-02-26,2012,2,26,57,25.27,16.82,71.7,0.0,908.8,12.2
Bangalore,2012-02-27,2012,2,27,58,25.05,15.6,65.5,0.0,912.0,11.6
Bangalore,2012-02-28,2012,2,28,59,22.92,17.13,65.6,0.0,913.8,12.8
Bangalore,2012-02-29,2012,2,29,60,27.89,17.97,71.0,0.0,918.3,11.7
Bangalore,2012-03-01,2012,3,1,61,26.91,16.07,68.6,0.0,918.7,4.5
Bangalore,2012-03-02,2012,3,2,62,25.6,18.02,71.4,3.82,919.7,9.3
Bangalore,2012-03-03,2012,3,3,63,26.52,18.55,74.6,0.0,907.9,8.9
Bangalore,2012-03-04,2012,3,4,64,26.91,15.51,74.4,0.0,915.7,9.5
Bangalore,2012-03-05,2012,3,5,65,27.57,16.3,56.6,0.0,914.3,9.2
Bangalore,2012-03-06,2012,3,6,66,27.08,15.02,70.2,3.33,910.3,7.5
Bangalore,2012-03-07,2012,3,7,67,24.78,18.1,68.1,0.0,910.7,11.3
Bangalore,2012-03-08,2012,3,8,68,22.45,18.34,66.2,0.0,911.2,13.1
Bangalore,2012-03-09,2012,3,9,69,27.64,16.25,66.5,0.0,907.3,11.3
Bangalore,2012-03-10,2012,3,10,70,26.66,16.24,56.2,0.0,913.8,7.3
Bangalore,2012-03-11,2012,3,11,71,28.75,18.15,72.0,0.0,911.2,10.1
Bangalore,2012-03-12,2012,3,12,72,25.7,19.14,58.1,0.0,913.6,9.4
Bangalore,2012-03-13,2012,3,13,73,24.06,17.61,56.2,0.0,917.3,10.4
Bangalore,2012-03-14,2012,3,14,74,30.33,16.35,59.1,0.0,908.9,15.4
Bangalore,2012-03-15,2012,3,15,75,27.36,16.56,58.4,0.0,908.2,11.8
Bangalore,2012-03-16,2012,3,16,76,27.51,19.01,66.2,0.0,906.2,8.0
Bangalore,2012-03-17,2012,3,17,77,27.94,19.36,60.5,0.0,911.5,12.5
Bangalore,2012-03-18,2012,3,18,78,26.97,18.25,67.5,0.0,914.1,9.1
Bangalore,2012-03-19,2012,3,19,79,26.68,17.39,64.9,0.0,913.7,10.2
Bangalore,2012-03-20,2012,3,20,80,30.06,18.13,62.2,0.0,912.2,11.2
Bangalore,2012-03-21,2012,3,21,81,28.33,17.66,67.5,0.0,913.2,11.1
Bangalore,2012-03-22,2012,3,22,82,28.45,15.24,56.6,0.0,911.3,10.6
Bangalore,2012-03-23,2012,3,23,83,29.13,19.01,51.5,0.0,914.5,11.4
Bangalore,2012-03-24,2012,3,24,84,29.72,19.51,61.6,0.0,908.7,12.3
Bangalore,2012-03-25,2012,3,25,85,27.5,17.45,62.6,0.0,908.4,14.0
Bangalore,2012-03-26,2012,3,26,86,28.75,17.62,65.1,0.0,917.7,9.0
Bangalore,2012-03-27,2012,3,27,87,28.53,18.44,67.4,0.0,910.1,12.1
Bangalore,2012-03-28,2012,3,28,88,27.97,19.23,60.5,0.0,910.7,11.5
Bangalore,2012-03-29,2012,3,29,89,27.74,18.87,67.7,0.0,906.1,9.1
Bangalore,2012-03-30,2012,3,30,90,32.9,18.21,74.6,0.0,910.7,10.9
Bangalore,2012-03-31,2012,3,31,91,29.22,21.12,56.7,0.0,912.4,13.3
Bangalore,2012-04-01,2012,4,1,92,30.81,18.19,73.9,0.0,913.9,14.7
Bangalore,2012-04-02,2012,4,2,93,29.05,17.61,61.9,0.0,917.2,10.2
Bangalore,2012-04-03,2012,4,3,94,27.08,17.93,55.7,0.0,907.0,9.6
Bangalore,2012-04-04,2012,4,4,95,34.52,19.31,58.1,0.0,916.9,12.2
Bangalore,2012-04-05,2012,4,5,96,31.18,19.17,70.0,0.0,913.9,9.5
Bangalore,2012-04-06,2012,4,6,97,30.5,18.37,58.6,0.0,911.4,9.3
Bangalore,2012-04-07,2012,4,7,98,29.26,18.74,64.9,2.24,916.1,8.1
Bangalore,2012-04-08,2012,4,8,99,29.97,21.08,68.6,0.0,914.2,13.6
Bangalore,2012-04-09,2012,4,9,100,30.3,20.51,60.4,0.0,919.4,10.0
Bangalore,2012-04-10,2012,4,10,101,29.32,21.04,66.5,0.0,911.6,8.7
Bangalore,2012-04-11,2012,4,11,102,31.96,19.99,64.1,0.0,909.5,11.0
Bangalore,2012-04-12,2012,4,12,103,30.34,19.78,66.6,0.0,916.3,8.6
Bangalore,2012-04-13,2012,4,13,104,29.29,19.97,62.6,0.0,914.3,9.8
Bangalore,2012-04-14,2012,4,14,105,30.95,20.12,58.2,0.0,915.7,7.9
Bangalore,2012-04-15,2012,4,15,106,32.7,21.47,67.2,0.0,912.0,7.2
Bangalore,2012-04-16,2012,4,16,107,30.85,20.1,62.4,0.0,909.5,7.9
Bangalore,2012-04-17,2012,4,17,108,30.23,21.71,59.4,0.0,910.5,9.7
Bangalore,2012-04-18,2012,4,18,109,29.8,22.81,63.0,0.0,908.8,8.1
Bangalore,2012-04-19,2012,4,19,110,30.84,19.61,63.7,0.0,906.2,12.9
Bangalore,2012-04-20,2012,4,20,111,30.43,19.09,57.6,0.0,913.9,9.8
Bangalore,2012-04-21,2012,4,21,112,31.04,20.96,64.8,0.0,914.1,9.3
Bangalore,2012-04-22,2012,4,22,113,33.65,20.81,54.7,0.0,919.1,12.8
Bangalore,2012-04-23,2012,4,23,114,32.29,21.17,62.1,0.0,906.8,13.3
Bangalore,2012-04-24,2012,4,24,115,32.08,20.38,59.2,0.0,910.6,8.0
Bangalore,2012-04-25,2012,4,25,116,30.89,19.4,57.6,0.0,916.3,12.9
Bangalore,2012-04-26,2012,4,26,117,30.32,19.97,65.4,0.0,908.4,13.9
Bangalore,2012-04-27,2012,4,27,118,31.18,21.88,67.3,0.0,910.3,9.3
Bangalore,2012-04-28,2012,4,28,119,34.7,20.21,69.4,0.0,912.6,10.1
Bangalore,2012-04-29,2012,4,29,120,31.92,18.93,64.2,0.0,917.9,10.7
Bangalore,2012-04-30,2012,4,30,121,33.95,22.3,60.0,0.0,911.1,10.6
Bangalore,2012-05-01,2012,5,1,122,33.35,22.35,68.1,0.0,912.2,8.8
Bangalore,2012-05-02,2012,5,2,123,31.46,25.35,64.3,0.0,913.1,12.7
Bangalore,2012-05-03,2012,5,3,124,31.92,22.17,61.0,0.0,911.4,12.0
Bangalore,2012-05-04,2012,5,4,125,32.6,22.35,52.9,0.0,915.2,10.2
Bangalore,2012-05-05,2012,5,5,126,32.7,22.08,72.9,0.0,906.7,8.5
Bangalore,2012-05-06,2012,5,6,127,35.28,20.59,46.2,4.65,913.5,6.5
Bangalore,2012-05-07,2012,5,7,128,31.91,21.1,54.2,0.0,910.5,10.1
Bangalore,2012-05-08,2012,5,8,129,31.15,22.33,56.6,0.0,911.8,8.0
Bangalore,2012-05-09,2012,5,9,130,33.61,21.0,62.2,0.0,906.9,10.2
Bangalore,2012-05-10,2012,5,10,131,34.63,19.76,68.7,0.0,909.8,11.9
Bangalore,2012-05-11,2012,5,11,132,33.18,23.35,63.1,0.0,913.2,7.9
Bangalore,2012-05-12,2012,5,12,133,35.13,20.73,55.8,0.0,909.5,11.1
Bangalore,2012-05-13,2012,5,13,134,33.29,21.6,58.7,14.1,905.0,8.1
Bangalore,2012-05-14,2012,5,14,135,35.51,21.46,51.4,0.0,911.0,9.3
Bangalore,2012-05-15,2012,5,15,136,33.18,22.9,65.6,0.0,911.1,12.6
Bangalore,2012-05-16,2012,5,16,137,32.21,23.84,60.6,0.0,905.3,10.4
Bangalore,2012-05-17,2012,5,17,138,36.82,21.82,59.7,0.0,912.9,9.3
Bangalore,2012-05-18,2012,5,18,139,34.94,23.29,53.2,0.0,912.8,11.6
Bangalore,2012-05-19,2012,5,19,140,33.67,21.41,57.7,0.0,912.0,11.0
Bangalore,2012-05-20,2012,5,20,141,32.52,21.88,44.6,0.0,917.2,10.2
Bangalore,2012-05-21,2012,5,21,142,35.32,22.54,57.3,0.0,905.3,6.9
Bangalore,2012-05-22,2012,5,22,143,35.43,22.66,54.5,0.0,912.7,9.1
Bangalore,2012-05-23,2012,5,23,144,32.54,23.07,69.5,0.0,911.3,6.8
Bangalore,2012-05-24,2012,5,24,145,32.93,23.28,61.3,0.0,911.8,8.4
Bangalore,2012-05-25,2012,5,25,146,35.93,22.1,53.0,0.0,905.9,7.5
Bangalore,2012-05-26,2012,5,26,147,35.02,21.07,53.9,0.0,909.8,9.4
Bangalore,2012-05-27,2012,5,27,148,35.42,22.6,64.4,0.0,916.0,13.9
Bangalore,2012-05-28,2012,5,28,149,34.62,24.1,61.9,4.69,905.2,11.3
Bangalore,2012-05-29,2012,5,29,150,36.33,20.88,60.3,0.0,915.0,8.3
Bangalore,2012-05-30,2012,5,30,151,34.32,20.91,54.7,0.0,909.8,8.2
Bangalore,2012-05-31,2012,5,31,152,32.97,22.96,57.7,0.0,913.5,12.4
Bangalore,2012-06-01,2012,6,1,153,33.84,21.5,80.4,0.0,907.8,12.2
Bangalore,2012-06-02,2012,6,2,154,31.52,22.79,77.4,17.77,905.7,17.4
Bangalore,2012-06-03,2012,6,3,155,35.79,22.82,87.0,16.04,906.9,16.6
Bangalore,2012-06-04,2012,6,4,156,35.41,23.08,75.9,0.89,911.8,17.9
Bangalore,2012-06-05,2012,6,5,157,33.86,21.01,74.9,0.0,909.6,14.0
Bangalore,2012-06-06,2012,6,6,158,35.61,21.9,81.7,2.66,907.8,14.2
Bangalore,2012-06-07,2012,6,7,159,34.83,23.22,61.7,1.7,914.5,12.8
Bangalore,2012-06-08,2012,6,8,160,35.17,24.75,73.5,2.12,911.2,13.4
Bangalore,2012-06-09,2012,6,9,161,33.85,26.23,84.3,0.0,913.3,16.0
Bangalore,2012-06-10,2012,6,10,162,32.56,23.46,85.4,2.97,907.4,16.9
Bangalore,2012-06-11,2012,6,11,163,36.05,25.22,78.0,2.09,914.3,11.3
Bangalore,2012-06-12,2012,6,12,164,31.9,23.11,77.8,20.57,910.0,11.3
Bangalore,2012-06-13,2012,6,13,165,38.09,21.82,74.7,21.66,909.8,16.0
Bangalore,2012-06-14,2012,6,14,166,36.66,22.62,87.6,16.33,903.6,17.7
Bangalore,2012-06-15,2012,6,15,167,35.25,22.22,83.3,0.0,906.9,14.0
Bangalore,2012-06-16,2012,6,16,168,35.04,22.99,83.8,23.56,904.0,13.3
Bangalore,2012-06-17,2012,6,17,169,33.94,22.78,62.0,3.81,911.6,13.4
Bangalore,2012-06-18,2012,6,18,170,34.74,24.89,85.0,40.64,912.7,14.0
Bangalore,2012-06-19,2012,6,19,171,35.87,22.76,79.0,16.55,914.5,14.7
Bangalore,2012-06-20,2012,6,20,172,35.99,24.79,85.2,0.4,905.8,15.9
Bangalore,2012-06-21,2012,6,21,173,36.33,24.11,74.4,0.0,907.7,14.4
Bangalore,2012-06-22,2012,6,22,174,37.42,22.98,76.4,57.46,907.4,15.7
Bangalore,2012-06-23,2012,6,23,175,33.05,22.74,81.7,0.0,907.9,17.4
Bangalore,2012-06-24,2012,6,24,176,34.59,21.55,79.2,0.0,914.3,18.3
Bangalore,2012-06-25,2012,6,25,177,32.88,21.48,71.9,0.0,914.6,15.5
Bangalore,2012-06-26,2012,6,26,178,34.41,23.01,80.6,3.69,905.0,20.4
Bangalore,2012-06-27,2012,6,27,179,35.78,23.25,83.1,31.97,908.1,16.2
Bangalore,2012-06-28,2012,6,28,180,35.56,22.02,87.2,0.0,910.9,15.0
Bangalore,2012-06-29,2012,6,29,181,35.44,23.95,76.4,0.0,907.1,19.6
Bangalore,2012-06-30,2012,6,30,182,32.83,21.4,86.7,0.0,912.1,17.9
Bangalore,2012-07-01,2012,7,1,183,34.87,26.06,71.5,0.0,912.7,14.6
Bangalore,2012-07-02,2012,7,2,184,34.46,23.46,84.2,0.0,911.8,17.1
Bangalore,2012-07-03,2012,7,3,185,33.34,22.63,75.4,0.0,910.3,20.2
Bangalore,2012-07-04,2012,7,4,186,35.13,22.96,80.7,0.0,908.1,15.2
Bangalore,2012-07-05,2012,7,5,187,33.61,21.75,77.9,0.0,906.0,14.4
Bangalore,2012-07-06,2012,7,6,188,34.99,20.64,76.0,0.0,908.0,14.7
Bangalore,2012-07-07,2012,7,7,189,33.9,23.33,88.8,10.01,911.7,14.6
Bangalore,2012-07-08,2012,7,8,190,34.93,22.31,80.8,4.21,910.5,14.1
Bangalore,2012-07-09,2012,7,9,191,35.01,23.48,84.6,0.0,912.9,17.3
Bangalore,2012-07-10,2012,7,10,192,34.53,22.46,81.3,0.0,906.6,16.3
Bangalore,2012-07-11,2012,7,11,193,34.17,22.96,76.2,0.0,909.2,14.3
Bangalore,2012-07-12,2012,7,12,194,34.44,22.13,83.7,0.0,908.8,13.2
Bangalore,2012-07-13,2012,7,13,195,34.59,21.85,78.8,0.0,911.1,16.1
Bangalore,2012-07-14,2012,7,14,196,32.93,21.57,74.4,0.0,907.3,19.1
Bangalore,2012-07-15,2012,7,15,197,34.61,20.86,77.3,5.16,912.6,16.6
Bangalore,2012-07-16,2012,7,16,198,32.6,23.39,88.2,0.0,915.7,20.6
Bangalore,2012-07-17,2012,7,17,199,33.75,21.77,82.2,0.0,906.0,14.5
Bangalore,2012-07-18,2012,7,18,200,36.15,22.38,81.3,11.1,911.4,16.2
Bangalore,2012-07-19,2012,7,19,201,33.76,22.6,85.9,4.17,904.2,13.9
Bangalore,2012-07-20,2012,7,20,202,36.1,22.22,74.0,4.86,908.5,15.8
Bangalore,2012-07-21,2012,7,21,203,32.28,23.65,80.4,12.39,912.3,16.6
Bangalore,2012-07-22,2012,7,22,204,34.48,22.95,79.7,0.03,911.6,14.3
Bangalore,2012-07-23,2012,7,23,205,33.55,21.33,78.0,28.8,910.9,16.5
Bangalore,2012-07-24,2012,7,24,206,34.29,23.07,84.7,9.93,909.1,14.2
Bangalore,2012-07-25,2012,7,25,207,33.02,23.97,82.6,0.0,912.7,14.8
Bangalore,2012-07-26,2012,7,26,208,34.74,19.08,67.5,0.0,906.5,12.7
Bangalore,2012-07-27,2012,7,27,209,32.35,22.13,78.6,1.92,913.9,17.2
Bangalore,2012-07-28,2012,7,28,210,33.59,23.96,83.6,48.86,913.5,13.3
Bangalore,2012-07-29,2012,7,29,211,32.5,21.12,80.7,0.0,915.9,16.4
Bangalore,2012-07-30,2012,7,30,212,32.64,21.86,88.7,16.99,912.3,13.6
Bangalore,2012-07-31,2012,7,31,213,32.28,21.33,75.9,0.0,914.0,11.5
Bangalore,2012-08-01,2012,8,1,214,31.83,22.72,82.2,14.57,910.1,13.5
Bangalore,2012-08-02,2012,8,2,215,31.9,19.28,82.0,3.66,907.3,15.0
Bangalore,2012-08-03,2012,8,3,216,31.89,21.9,83.7,6.88,909.1,17.4
Bangalore,2012-08-04,2012,8,4,217,32.96,23.54,86.0,0.0,907.9,19.4
Bangalore,2012-08-05,2012,8,5,218,33.4,20.51,89.8,7.6,916.2,14.7
Bangalore,2012-08-06,2012,8,6,219,33.9,22.98,84.4,0.0,909.1,17.1
Bangalore,2012-08-07,2012,8,7,220,32.3,21.9,81.1,0.0,909.8,13.5
Bangalore,2012-08-08,2012,8,8,221,31.54,23.87,86.6,0.0,904.6,13.1
Bangalore,2012-08-09,2012,8,9,222,27.85,21.09,76.1,0.0,910.2,14.2
Bangalore,2012-08-10,2012,8,10,223,34.71,22.88,85.8,0.0,905.3,12.2
Bangalore,2012-08-11,2012,8,11,224,32.24,23.83,80.9,0.0,909.5,16.9
Bangalore,2012-08-12,2012,8,12,225,33.45,20.3,78.5,0.0,906.8,12.6
Bangalore,2012-08-13,2012,8,13,226,31.54,20.4,79.4,11.91,911.4,15.4
Bangalore,2012-08-14,2012,8,14,227,30.59,21.04,82.9,0.0,907.4,15.2
Bangalore,2012-08-15,2012,8,15,228,33.72,21.95,82.4,0.0,908.9,13.8
Bangalore,2012-08-16,2012,8,16,229,30.68,18.28,83.0,0.0,911.1,17.7
Bangalore,2012-08-17,2012,8,17,230,30.73,22.06,79.7,0.0,912.3,11.0
Bangalore,2012-08-18,2012,8,18,231,31.27,21.15,79.8,4.8,912.0,14.7
Bangalore,2012-08-19,2012,8,19,232,31.62,20.34,87.9,13.73,910.0,17.3
Bangalore,2012-08-20,2012,8,20,233,33.3,20.43,79.6,4.46,903.5,13.2
Bangalore,2012-08-21,2012,8,21,234,31.89,20.34,94.3,0.0,908.9,11.1
Bangalore,2012-08-22,2012,8,22,235,29.03,21.12,81.7,0.0,909.5,13.1
Bangalore,2012-08-23,2012,8,23,236,31.5,19.28,83.2,4.57,906.5,14.6
Bangalore,2012-08-24,2012,8,24,237,34.07,19.66,82.2,0.0,909.4,15.3
Bangalore,2012-08-25,2012,8,25,238,31.63,20.4,84.3,44.96,909.5,15.2
Bangalore,2012-08-26,2012,8,26,239,30.49,17.84,96.2,14.67,910.7,12.3
Bangalore,2012-08-27,2012,8,27,240,29.96,18.16,82.9,0.0,905.3,13.3
Bangalore,2012-08-28,2012,8,28,241,30.83,18.8,85.8,0.0,904.6,13.0
Bangalore,2012-08-29,2012,8,29,242,28.82,20.02,86.0,8.04,910.8,15.1
Bangalore,2012-08-30,2012,8,30,243,31.55,22.91,81.2,0.0,909.2,17.6
Bangalore,2012-08-31,2012,8,31,244,29.04,19.31,87.8,0.0,910.9,17.3
Bangalore,2012-09-01,2012,9,1,245,29.48,21.04,75.2,0.0,910.0,16.8
Bangalore,2012-09-02,2012,9,2,246,30.17,19.44,77.0,0.0,909.9,16.4
Bangalore,2012-09-03,2012,9,3,247,30.89,18.15,88.0,0.0,909.1,14.5
Bangalore,2012-09-04,2012,9,4,248,32.94,20.0,80.6,0.0,910.2,15.1
Bangalore,2012-09-05,2012,9,5,249,32.98,17.64,83.7,2.08,908.6,13.6
Bangalore,2012-09-06,2012,9,6,250,32.15,20.82,85.9,0.0,908.6,15.6
Bangalore,2012-09-07,2012,9,7,251,29.22,19.68,88.5,6.5,906.0,15.5
Bangalore,2012-09-08,2012,9,8,252,32.57,17.61,89.6,0.0,908.0,14.5
Bangalore,2012-09-09,2012,9,9,253,29.57,19.13,80.8,0.0,905.8,13.2
Bangalore,2012-09-10,2012,9,10,254,24.41,18.84,90.8,0.0,906.9,13.5
Bangalore,2012-09-11,2012,9,11,255,31.27,18.36,94.4,0.0,905.1,14.5
Bangalore,2012-09-12,2012,9,12,256,28.62,18.55,88.0,0.0,920.2,12.8
Bangalore,2012-09-13,2012,9,13,257,25.89,19.92,81.8,0.0,911.0,15.8
Bangalore,2012-09-14,2012,9,14,258,29.21,17.6,75.9,8.02,908.3,12.4
Bangalore,2012-09-15,2012,9,15,259,27.36,19.59,88.4,0.61,910.5,16.2
Bangalore,2012-09-16,2012,9,16,260,26.66,17.31,86.3,9.03,907.0,11.7
Bangalore,2012-09-17,2012,9,17,261,29.34,19.41,81.7,7.24,915.5,15.2
Bangalore,2012-09-18,2012,9,18,262,27.21,17.65,75.4,12.49,911.9,19.8
Bangalore,2012-09-19,2012,9,19,263,27.83,20.0,86.6,0.0,912.3,15.7
Bangalore,2012-09-20,2012,9,20,264,24.97,16.11,87.4,26.72,914.4,15.3
Bangalore,2012-09-21,2012,9,21,265,26.87,15.62,81.3,9.92,907.1,14.9
Bangalore,2012-09-22,2012,9,22,266,29.81,18.57,86.7,36.71,910.6,14.2
Bangalore,2012-09-23,2012,9,23,267,28.63,17.39,79.4,10.29,914.6,16.0
Bangalore,2012-09-24,2012,9,24,268,25.94,17.6,83.3,0.0,912.4,16.6
Bangalore,2012-09-25,2012,9,25,269,27.97,18.38,85.0,0.0,908.6,16.6
Bangalore,2012-09-26,2012,9,26,270,28.24,17.09,84.0,0.0,913.6,17.8
Bangalore,2012-09-27,2012,9,27,271,30.84,16.68,84.6,0.0,911.1,14.0
Bangalore,2012-09-28,2012,9,28,272,25.02,19.34,88.9,0.0,908.7,13.4
Bangalore,2012-09-29,2012,9,29,273,27.12,15.48,85.3,12.99,909.4,16.6
Bangalore,2012-09-30,2012,9,30,274,27.57,15.67,87.9,0.0,911.7,13.8
Bangalore,2012-10-01,2012,10,1,275,27.18,15.58,58.1,0.0,911.4,9.6
Bangalore,2012-10-02,2012,10,2,276,24.4,15.78,70.2,0.0,912.7,12.0
Bangalore,2012-10-03,2012,10,3,277,27.01,15.06,66.9,0.0,916.9,10.7
Bangalore,2012-10-04,2012,10,4,278,25.33,15.22,68.3,0.0,911.6,11.6
Bangalore,2012-10-05,2012,10,5,279,27.34,17.24,58.3,0.0,914.0,9.9
Bangalore,2012-10-06,2012,10,6,280,26.33,17.96,69.6,0.0,911.5,5.4
Bangalore,2012-10-07,2012,10,7,281,28.36,15.09,79.3,8.55,918.4,7.4
Bangalore,2012-10-08,2012,10,8,282,26.98,15.18,63.5,0.0,910.1,10.6
Bangalore,2012-10-09,2012,10,9,283,27.06,15.6,62.4,0.0,910.7,13.3
Bangalore,2012-10-10,2012,10,10,284,24.93,14.03,70.9,12.41,909.2,10.4
Bangalore,2012-10-11,2012,10,11,285,25.16,18.27,66.0,0.0,911.3,7.4
Bangalore,2012-10-12,2012,10,12,286,25.59,15.06,70.3,0.0,918.6,10.3
Bangalore,2012-10-13,2012,10,13,287,23.7,16.32,66.4,0.0,909.3,8.8
Bangalore,2012-10-14,2012,10,14,288,23.43,16.8,72.2,0.0,912.1,6.8
Bangalore,2012-10-15,2012,10,15,289,22.97,14.29,66.3,0.0,915.0,9.2
Bangalore,2012-10-16,2012,10,16,290,25.77,17.45,61.2,0.0,910.3,6.9
Bangalore,2012-10-17,2012,10,17,291,24.65,15.13,65.2,0.0,912.5,6.9
Bangalore,2012-10-18,2012,10,18,292,27.98,14.0,65.8,0.0,911.9,12.3
Bangalore,2012-10-19,2012,10,19,293,27.69,14.37,69.6,0.0,913.7,8.6
Bangalore,2012-10-20,2012,10,20,294,26.35,14.3,67.0,0.0,910.3,11.4
Bangalore,2012-10-21,2012,10,21,295,23.39,16.83,76.6,0.0,919.5,9.1
Bangalore,2012-10-22,2012,10,22,296,27.09,15.0,60.9,0.0,911.1,11.6
